@RELATION 'cellcycle0.names'

@ATTRIBUTE cln3-1 numeric
@ATTRIBUTE cln3-2 numeric
@ATTRIBUTE clb2-2 numeric
@ATTRIBUTE clb2-1 numeric
@ATTRIBUTE alpha0 numeric
@ATTRIBUTE alpha7 numeric
@ATTRIBUTE alpha14 numeric
@ATTRIBUTE alpha21 numeric
@ATTRIBUTE alpha28 numeric
@ATTRIBUTE alpha35 numeric
@ATTRIBUTE alpha42 numeric
@ATTRIBUTE alpha49 numeric
@ATTRIBUTE alpha56 numeric
@ATTRIBUTE alpha63 numeric
@ATTRIBUTE alpha70 numeric
@ATTRIBUTE alpha77 numeric
@ATTRIBUTE alpha84 numeric
@ATTRIBUTE alpha91 numeric
@ATTRIBUTE alpha98 numeric
@ATTRIBUTE alpha105 numeric
@ATTRIBUTE alpha112 numeric
@ATTRIBUTE alpha119 numeric
@ATTRIBUTE cdc15_10 numeric
@ATTRIBUTE cdc15_30 numeric
@ATTRIBUTE cdc15_50 numeric
@ATTRIBUTE cdc15_70 numeric
@ATTRIBUTE cdc15_80 numeric
@ATTRIBUTE cdc15_90 numeric
@ATTRIBUTE cdc15_100 numeric
@ATTRIBUTE cdc15_110 numeric
@ATTRIBUTE cdc15_120 numeric
@ATTRIBUTE cdc15_130 numeric
@ATTRIBUTE cdc15_140 numeric
@ATTRIBUTE cdc15_150 numeric
@ATTRIBUTE cdc15_160 numeric
@ATTRIBUTE cdc15_170 numeric
@ATTRIBUTE cdc15_180 numeric
@ATTRIBUTE cdc15_190 numeric
@ATTRIBUTE cdc15_200 numeric
@ATTRIBUTE cdc15_210 numeric
@ATTRIBUTE cdc15_220 numeric
@ATTRIBUTE cdc15_230 numeric
@ATTRIBUTE cdc15_240 numeric
@ATTRIBUTE cdc15_250 numeric
@ATTRIBUTE cdc15_270 numeric
@ATTRIBUTE cdc15_290 numeric
@ATTRIBUTE cdc28_0 numeric
@ATTRIBUTE cdc28_10 numeric
@ATTRIBUTE cdc28_20 numeric
@ATTRIBUTE cdc28_30 numeric
@ATTRIBUTE cdc28_40 numeric
@ATTRIBUTE cdc28_50 numeric
@ATTRIBUTE cdc28_60 numeric
@ATTRIBUTE cdc28_70 numeric
@ATTRIBUTE cdc28_80 numeric
@ATTRIBUTE cdc28_90 numeric
@ATTRIBUTE cdc28_100 numeric
@ATTRIBUTE cdc28_110 numeric
@ATTRIBUTE cdc28_120 numeric
@ATTRIBUTE cdc28_130 numeric
@ATTRIBUTE cdc28_140 numeric
@ATTRIBUTE cdc28_150 numeric
@ATTRIBUTE cdc28_160 numeric
@ATTRIBUTE elu0 numeric
@ATTRIBUTE elu30 numeric
@ATTRIBUTE elu60 numeric
@ATTRIBUTE elu90 numeric
@ATTRIBUTE elu120 numeric
@ATTRIBUTE elu150 numeric
@ATTRIBUTE elu180 numeric
@ATTRIBUTE elu210 numeric
@ATTRIBUTE elu240 numeric
@ATTRIBUTE elu270 numeric
@ATTRIBUTE elu300 numeric
@ATTRIBUTE elu330 numeric
@ATTRIBUTE elu360 numeric
@ATTRIBUTE elu390 numeric
@ATTRIBUTE class hierarchical 1/0/0/0,1/1/0/0,1/1/1/0,1/1/1/11,1/1/1/15,1/1/1/7,1/1/10/0,1/1/10/1,1/1/10/5,1/1/4/0,1/1/7/0,1/1/99/0,1/2/0/0,1/2/1/0,1/2/4/0,1/20/0/0,1/20/1/0,1/20/1/7,1/20/17/0,1/20/17/3,1/3/0/0,1/3/1/0,1/3/10/0,1/3/13/0,1/3/16/0,1/3/16/1,1/3/19/0,1/3/4/0,1/3/7/0,1/3/99/0,1/4/0/0,1/4/1/0,1/4/4/0,1/4/7/0,1/4/99/0,1/5/0/0,1/5/1/0,1/5/1/3,1/5/4/0,1/5/7/0,1/5/99/0,1/6/0/0,1/6/1/0,1/6/1/1,1/6/1/3,1/6/1/7,1/6/10/0,1/6/13/0,1/6/4/0,1/6/7/0,1/6/99/0,1/7/0/0,1/7/1/0,1/7/10/0,1/7/4/0,1/7/7/0,1/7/99/0,10/0/0/0,10/1/0/0,10/1/1/0,10/1/5/0,10/1/5/5,10/1/9/0,10/1/9/11,10/1/99/0,10/5/0/0,11/0/0/0,11/1/0/0,11/10/0/0,11/10/3/0,11/7/0/0,11/7/1/0,11/7/99/0,11/99/0/0,13/0/0/0,13/1/0/0,13/1/1/0,13/1/1/1,13/1/1/3,13/1/1/99,13/1/3/0,13/1/3/1,13/1/3/3,13/1/3/5,13/1/3/99,13/11/0/0,13/11/3/0,13/11/3/13,13/11/3/1,13/11/3/7,14/0/0/0,14/1/0/0,14/1/3/0,14/1/3/99,14/10/0/0,14/10/2/0,14/10/2/1,14/20/0/0,14/4/0/0,14/4/3/0,14/4/3/1,14/4/3/3,14/4/3/5,2/0/0/0,2/1/0/0,2/10/0/0,2/11/0/0,2/11/5/0,2/11/99/0,2/13/0/0,2/16/0/0,2/19/0/0,2/22/0/0,2/25/0/0,2/7/0/0,2/99/0/0,29/0/0/0,29/99/0/0,3/0/0/0,3/1/0/0,3/1/3/0,3/1/5/0,3/1/5/1,3/1/9/0,3/1/9/5,3/3/0/0,3/3/1/0,3/3/1/3,3/3/2/0,3/3/3/0,3/3/4/0,3/3/4/3,3/3/4/5,3/99/0/0,30/0/0/0,30/1/0/0,30/10/0/0,30/10/3/0,30/16/0/0,30/19/0/0,30/2/0/0,30/22/0/0,30/25/0/0,30/3/0/0,30/4/0/0,30/7/0/0,30/8/0/0,30/9/0/0,30/99/0/0,4/0/0/0,4/1/0/0,4/1/1/0,4/1/4/0,4/1/99/0,4/3/0/0,4/3/1/0,4/3/3/0,4/3/6/0,4/3/99/0,4/5/0/0,4/5/1/0,4/5/1/1,4/5/1/4,4/5/5/0,4/5/5/1,4/5/5/5,4/5/99/0,4/7/0/0,4/99/0/0,40/0/0/0,40/1/0/0,40/10/0/0,40/10/3/0,40/16/0/0,40/19/0/0,40/2/0/0,40/22/0/0,40/25/0/0,40/27/0/0,40/3/0/0,40/30/0/0,40/4/0/0,40/5/0/0,40/7/0/0,40/8/0/0,40/9/0/0,40/99/0/0,5/0/0/0,5/1/0/0,5/10/0/0,5/4/0/0,5/4/1/0,5/4/2/0,5/7/0/0,5/99/0/0,6/0/0/0,6/1/0/0,6/10/0/0,6/13/0/0,6/13/1/0,6/13/1/1,6/13/4/0,6/13/4/2,6/13/99/0,6/4/0/0,6/7/0/0,6/7/1/0,6/7/11/0,6/7/2/0,6/7/3/0,6/7/4/0,6/7/99/0,6/99/0/0,62/0/0/0,62/2/0/0,62/2/5/0,63/0/0/0,63/1/0/0,63/9/0/0,67/0/0/0,67/1/0/0,67/1/1/0,67/10/0/0,67/11/0/0,67/13/0/0,67/16/0/0,67/19/0/0,67/28/0/0,67/4/0/0,67/4/1/0,67/4/1/1,67/4/1/2,67/4/7/0,67/50/0/0,67/50/22/0,67/50/25/0,67/50/99/0,67/7/0/0,67/7/99/0,67/99/0/0,8/0/0/0,8/1/0/0,8/10/0/0,8/13/0/0,8/16/0/0,8/19/0/0,8/22/0/0,8/4/0/0,8/7/0/0,8/99/0/0

@DATA
-0.79,0.58,-0.6,0.2,-0.19,0.11,-0.5,0,-0.05,0.14,0.25,-0.09,0,-0.03,-0.05,-0.09,0.06,-0.13,0.06,0.19,-0.25,0.57,-0.7,-0.77,-0.59,-0.08,0.31,0.06,0.2,-0.02,-0.21,-0.18,0.2,-0.12,0.14,0.02,0.94,-0.05,0.7,0.14,0.97,0.07,0.49,-0.51,-0.53,-0.47,-0.06,-0.13,-0.08,0.03,-0.4,0.09,-0.04,0.56,-0.03,-0.05,0.29,-0.33,-0.2,0.69,?,-0.12,-0.22,-0.46,0.13,0.49,0.1,-0.13,-0.19,-0.28,-0.13,0.11,0.07,-0.05,0.06,0,0.29,11/7/0/0 %  ytyjr015w
-0.56,0.18,0.1,-0.56,0.19,-0.26,0,-0.2,0.22,-0.3,-0.47,0.05,0.14,-0.22,0.7,0.06,-0.04,-0.11,0.48,0.58,-0.36,-0.45,-0.52,-0.27,0.09,0.23,0.45,0.37,0.06,0.25,0.22,0.2,-0.09,0.14,-0.2,-0.07,-0.34,0.05,0.02,0.12,0.12,-0.06,-0.31,-0.12,-0.2,-0.12,-1.6,-0.59,-0.09,-0.31,0.21,-0.27,-0.35,0.54,0.25,0.61,0.06,0.17,?,0.3,0.2,0.52,0.37,-1.44,-0.4,0,0.45,0.59,0.65,0.39,0.51,0.08,-0.18,-0.07,-0.18,-0.35,-0.05,1/1/1/0@40/16/0/0 %  ytyjr016c
-0.67,-1.18,-1.09,0.18,0.16,-0.75,0.11,-0.04,0.28,-0.19,0.47,-0.13,0.25,0.24,0.01,-0.1,0.24,-0.3,-0.04,-0.25,0.13,-0.08,0.17,0.1,0.11,0.18,-0.65,0.32,-0.02,0.28,-0.6,0.35,-0.62,0.06,-0.87,-0.21,-0.3,0.18,-0.16,0.33,-0.02,0.48,-0.11,0.37,0.25,0.37,-0.17,0.06,0.24,0.06,0.15,-0.15,-0.17,0.48,0.26,-0.17,-0.45,-0.08,-0.24,?,0.17,0.11,-0.09,-0.05,-0.19,-0.29,-0.16,-0.35,-0.54,-0.14,0.08,0.18,0.17,0.23,0.27,0.38,0.41,4/5/5/0 %  ytyjr017c
0.4,-0.34,?,0.55,-0.15,-0.13,0.16,-0.07,0.11,-0.13,0.25,-0.03,-0.11,-0.05,-0.21,0.06,0.18,-0.17,-0.05,-0.13,0.46,-0.01,-0.55,-0.26,0.09,0.27,-0.44,0.13,0.59,-0.2,-0.57,0.13,-0.15,0.04,-0.46,0.31,-0.2,0.26,0.1,-0.08,-0.22,0.39,0.34,0.12,0.12,0.24,-0.3,-0.81,-0.09,0.15,0.15,0.08,-0.16,-0.07,-0.3,0.26,0.16,0.01,0.32,0.63,0.26,0,-0.29,0.62,?,-0.12,-0.31,-0.01,-0.12,0.02,0.15,-0.05,-0.17,-0.01,0.07,-0.31,0.23,3/1/5/0@3/3/2/0@40/10/0/0 %  ytyjr021c
0.53,-0.62,0.23,0.04,0.13,-0.11,0.63,-0.15,0.43,0.12,0.25,0.04,-0.07,-0.18,-0.16,-0.15,-0.15,?,-0.47,-0.11,0.01,-0.07,-0.46,-0.16,0.1,-0.02,0.4,-0.11,0.01,0.06,0.02,-0.29,-0.32,0.19,-0.13,-0.01,0.22,-0.32,0.02,-0.31,0.18,0.18,0.58,-0.05,-0.05,0.24,-0.26,-0.4,0.1,0.11,-0.02,-0.07,-0.14,-0.02,-0.03,0.16,0.45,0.18,-0.1,0.21,?,-0.09,-0.08,0.7,-0.2,0.06,0.06,0.25,-0.07,0.23,0.01,-0.16,-0.2,-0.07,-0.28,-0.2,-0.12,4/5/5/1@40/10/0/0 %  ytyjr022w
0.15,0.64,-0.12,-0.18,-0.42,-0.47,-0.21,-0.05,0.26,-0.07,0.16,0.13,0.28,-0.01,-0.13,-0.05,0.01,0.06,0.44,-0.01,0.2,-0.11,-0.5,-0.57,-0.02,0.2,0.39,0.07,0.75,0.02,0.39,-0.88,0.36,-0.39,0.83,0.05,0.75,0.02,?,-0.31,0.87,0.16,?,-0.78,-0.68,-0.75,-1.21,-0.4,-0.62,0.22,0.66,0.58,0.47,0.43,0.23,-0.6,-0.57,0.19,0.39,-0.08,0.3,?,?,-0.28,-0.6,-0.6,-0.09,-0.03,0.27,0.19,0.22,0.37,0.48,-0.07,0.14,0.13,-0.13,40/8/0/0@8/7/0/0 %  ytyjr031c
0.12,0.31,-0.27,-0.51,-0.05,-0.07,-0.15,0.04,0.16,?,-0.28,0.33,0.22,-0.19,0.37,-0.1,0.12,-0.23,0.09,0.06,-0.09,-0.23,0.35,-0.01,0.12,0.25,-0.04,0.22,0.12,0.18,-0.06,-0.01,-0.37,0.15,-0.94,0.16,0.04,0.02,0.48,-0.01,-0.17,0.35,-0.41,-0.06,-0.31,-0.04,-0.38,-0.56,-0.41,-0.14,0.29,0,0.14,0.39,0.23,-0.28,-0.15,0.14,0.18,?,0.11,0.14,0.32,0.05,-0.19,0.19,0.25,0.43,0.22,-0.13,-0.02,-0.23,-0.08,0.3,-0.34,-0.32,-0.13,14/1/0/0@4/5/1/4@6/1/0/0 %  ytyjr032w
0.25,0.25,-0.32,0.39,0.18,-0.27,0.27,0.19,0.25,0.49,-0.2,0.04,-0.17,-0.23,0.35,-0.37,-0.27,-0.42,0.25,-0.2,0.02,0.06,-0.21,-0.26,-0.34,0.38,-0.11,-0.24,0.29,0.01,0,-0.09,0.08,-0.03,-0.01,0.08,-0.01,-0.24,-0.15,-0.13,0.24,0.31,0.38,0.03,0.07,-0.06,0.19,-0.64,-1.6,-0.64,0.25,-0.09,0.07,-0.02,0.78,-0.47,0.19,0.59,0.85,-0.22,-0.24,0.41,0.59,0.62,0.01,-0.08,-0.29,-0.1,-0.41,-0.46,-0.02,0.28,0.16,-0.36,0.36,0.34,-0.04,2/11/5/0 %  ytyjr033c
0.46,-0.94,-0.6,-0.4,-0.12,?,-0.09,?,-0.1,-0.16,-0.09,0.14,0.01,0.15,0.14,-0.19,0.28,0.33,-0.02,0,-0.33,0.06,-0.22,0.13,0,-0.44,-0.33,-0.49,-0.03,-0.18,-0.37,0.24,-0.33,0.46,-0.54,0.45,0.43,-0.4,0.15,0.07,0.18,0.39,0.6,0.13,-0.11,0.2,0.66,-0.17,-1.22,-0.06,0.4,-0.46,0.03,-1.01,0.83,0.66,-0.4,0.51,0.4,-1.01,-0.34,0.69,0.47,0.38,0.28,0.28,0.46,-0.31,-0.29,-0.24,-0.14,-0.05,-0.14,-0.1,0.04,-0.27,0.09,4/5/5/0 %  ytyjr036c
0.3,-0.22,0.03,-0.17,0.04,-0.11,0.01,0.32,0.01,-0.04,-0.16,-0.07,-0.06,-0.06,0.1,0.17,0.28,-0.09,-0.11,-0.02,-0.23,0.04,-0.4,-0.47,-0.28,-0.12,0,-0.04,0,-0.04,0.18,0.05,0.01,0.17,0.27,0.06,0.11,-0.22,0.58,-0.11,0.46,-0.2,0.34,-0.09,0.01,-0.3,-0.72,0.14,-0.26,-0.3,-0.23,-0.53,-0.48,0.47,0.46,-0.19,0.36,0.52,0.24,-0.04,-0.04,0.22,0.39,0,-0.01,0.19,0.23,0.09,0.16,0.1,0.02,-0.27,0.05,0.1,-0.14,-0.32,-0.19,13/1/3/5@40/2/0/0@67/4/7/0@8/19/0/0 %  ytyjr040w
-0.15,0.9,-0.56,0.14,-0.08,-0.6,-0.04,0.04,0.47,0.15,0.48,0.04,0.12,0.21,-0.07,-0.01,-0.3,-0.25,-0.05,0.11,0.02,-0.25,-0.69,-1.29,-1.02,-0.24,-0.94,0,-0.76,0.08,-0.45,0.21,-0.45,0.21,-0.34,0.12,0,0.81,0.19,0.87,0.34,0.33,0.21,1.07,0.83,0.9,0.12,-0.24,-0.13,-0.34,0.03,-0.1,-0.09,0.01,-0.07,0.26,0.16,0.15,?,-0.01,-0.08,0.08,0.24,-0.53,-0.04,-0.55,-0.37,-0.49,-0.46,-0.26,0.58,0.57,0.52,-0.19,0.46,0.48,0.29,11/1/0/0@40/16/0/0@6/1/0/0@8/4/0/0 %  ytyjr045c
-0.17,-0.04,-0.12,-0.12,0.04,-0.09,-0.07,-0.07,0.3,0.29,0.54,0.2,0.08,-0.05,-0.21,-0.16,0.04,-0.24,-0.02,-0.26,-0.12,-0.19,-0.03,-0.03,-0.19,0,-0.1,0.11,-0.13,-0.03,-0.43,0.23,-0.25,-0.06,-0.55,-0.35,-0.21,0.61,0.44,0.41,-0.03,-0.19,0.05,0.41,0.17,0.13,0.5,-0.18,-0.05,0.09,0.4,0.11,-0.03,0.19,0,-0.36,-0.26,-0.18,-0.02,-0.06,?,-0.15,0,0.32,-0.14,-0.34,0.66,0.32,0.09,0.01,0.13,-0.39,-0.11,-0.14,-0.19,-0.31,0.1,3/1/3/0 %  ytyjr046w
0.78,0.26,0.2,-0.1,-0.44,-0.22,-0.18,0.2,0.42,0.39,0.44,-0.05,-0.18,-0.08,-0.08,-0.2,0.26,-0.22,0.17,-0.24,0.5,-0.49,-1.87,-2.2,-1.31,-0.05,0.49,0.52,0,0.42,-0.19,0.37,-0.22,0.27,-0.35,-0.15,-0.01,0.41,0.06,0.63,-0.03,0.74,0.26,0.74,0.57,0.88,-0.42,-1.04,-0.66,-0.12,0.04,-0.28,-0.75,-1,0.23,0.66,-0.15,0.35,?,0.45,0.59,1.03,1.08,-1.06,-0.4,-0.09,0.09,0.11,0.12,0.09,0.43,0.19,0.14,0.13,0.29,0.06,-0.1,2/13/0/0@40/16/0/0 %  ytyjr048w
?,-0.43,0.16,?,0.34,0.15,0.23,-0.04,-0.06,-0.1,0.2,-0.27,0.07,0.15,-0.04,-0.1,-0.17,-0.23,-0.19,-0.08,0.23,-0.1,0.05,-0.18,-0.41,-0.1,-0.76,0.29,-0.2,0.32,-0.05,0.1,0.15,-0.05,-0.02,-0.16,0,0.05,-0.16,0.35,0.08,-0.28,-0.09,0.41,0.26,0.37,-0.09,-0.37,-0.16,-0.22,-0.24,-0.28,-0.3,0.37,0.28,0.14,0.15,-0.03,0.02,?,0.25,0.21,0.26,-0.06,-0.25,-0.18,-0.42,-0.23,-0.18,-0.23,0.25,0.27,0.39,-0.03,0.21,0.29,0.17,11/1/0/0@2/10/0/0@40/16/0/0 %  ytyjr051w
0.31,-0.15,-0.43,-0.32,0.29,-0.27,-0.06,0.04,0.18,-0.19,0.41,-0.03,0.04,-0.03,-0.06,-0.01,0.1,-0.19,0.01,-0.11,0.07,-0.19,0.61,0.45,0.45,0.12,-0.09,0.2,-0.01,0.03,-0.26,-0.03,-0.33,0.06,-0.33,-0.24,-0.43,-0.11,-0.33,-0.06,-0.61,0.19,-0.04,0.35,0.03,0.41,0.13,0.13,0.14,-0.18,-0.16,-0.12,-0.21,0.43,0.06,-0.19,0.06,-0.06,0.01,-0.27,0.23,?,?,0.52,0.04,-0.1,-0.3,-0.12,-0.52,-0.15,-0.3,0.3,0.21,-0.3,0.29,0.47,-0.05,3/1/5/1@40/10/0/0 %  ytyjr052w
0.37,0.08,-0.18,-0.56,-0.06,0.07,0.11,0.44,0.08,0.41,-0.06,-0.1,-0.08,0.02,-0.06,0.1,0.17,-0.44,-0.15,-0.24,-0.11,-0.08,-0.51,-0.2,-0.03,0.08,0.2,0.12,0.06,0.07,0.04,0.02,-0.01,0.11,-0.01,0.08,0.32,-0.28,-0.15,0,0.43,0.39,0.07,-0.27,-0.39,-0.15,-0.16,-0.09,0.48,-0.05,0.01,-0.32,-0.27,-0.24,0.01,0.22,-0.11,0.47,0.08,?,-0.1,-0.18,0.24,-0.35,0.09,0.39,0.19,0.33,0.27,0.14,0,-0.2,-0.13,0.22,-0.2,-0.49,-0.29,1/3/4/0@40/3/0/0 %  ytyjr057w
0.46,-0.51,-0.29,0.14,-0.61,0.57,0.17,0.15,-0.47,0.2,-0.14,-0.26,-0.09,0.32,-0.02,0.18,-0.09,-0.28,0.04,0.24,-0.07,0.17,-0.63,-0.53,-0.12,0.31,0.82,-0.11,0.46,-0.48,0.25,-0.48,0.47,0.15,0.79,0.4,0.68,-0.09,0.18,-0.52,0.79,-0.59,0.46,-0.75,-0.73,-0.69,-0.03,-0.9,-0.88,-0.57,-0.14,0,-0.15,0.14,0.17,0.58,0.51,0.3,0.24,0.55,?,-0.02,0.2,0.82,?,-0.1,0.12,-0.33,-0.21,-0.14,0.1,-0.14,-0.29,-0.12,0,0.14,0.14,13/11/3/1@8/99/0/0 %  ytyjr059w
0.59,0.15,-0.03,-0.27,-0.71,-0.09,-0.05,0.1,0.07,0.16,0.1,0.12,0.2,-0.01,0.09,-0.01,0.03,-0.09,0.04,0.23,-0.25,0.07,-0.09,-0.25,0.01,0.21,0.12,0.03,-0.21,-0.02,0.04,0.01,-0.17,0.09,0.08,0.35,0.09,0.04,-0.07,-0.05,-0.33,-0.52,-0.14,0.25,?,0.52,-0.31,-0.46,0.11,0.11,0.22,0.04,0.02,0.1,-0.17,0.2,0.01,0.04,0.22,?,0.34,-0.21,-0.26,-0.22,0.29,0.35,0.13,-0.25,-0.3,-0.05,-0.09,-0.11,-0.03,-0.03,0.25,0.07,-0.02,1/1/4/0@1/2/4/0@3/3/1/0@30/10/0/0@4/5/1/4@40/10/3/0 %  ytyjr060w
-0.25,-0.81,-0.2,-0.27,0.08,0.31,0.26,0.04,-0.08,-0.11,0,0.1,0.22,0,-0.07,0.07,-0.11,-0.38,0,0.03,-0.33,0,?,-0.21,-0.36,-0.34,1.19,-0.34,0.24,0.06,0.21,-0.14,-0.34,-0.04,?,-0.38,?,-0.42,?,-0.5,1.19,0.5,?,-0.19,-0.12,-0.04,-0.15,-0.35,-0.77,-0.4,0,-0.31,-0.02,0.16,0.6,0.16,-0.24,0.38,0.38,-0.08,?,0.36,0.28,0.42,-0.16,0.18,-0.09,-0.48,-0.46,-0.21,-0.12,0.12,0.05,0.06,0.37,0.26,0.05,40/3/0/0@6/13/1/0@6/7/0/0 %  ytyjr062c
-0.84,-0.49,0.01,-0.03,0.05,-0.64,-0.76,-0.27,-0.27,0.05,0.32,-0.04,0.39,0.69,0.24,0.17,0.22,-0.3,0.01,0.05,-0.08,0.16,-0.62,-0.71,-0.66,-0.15,0.58,-0.01,0.54,0.01,0.71,-0.09,0.11,0.03,0.6,-0.13,0.76,-0.13,-1.44,0.09,1.24,-0.33,0.94,-0.24,-0.4,-0.71,-0.57,0.04,0.12,0,0.37,0.08,0.05,0.32,-0.02,0.34,-0.05,?,-0.34,0.02,0.12,-0.11,-0.37,-0.99,0.25,1.29,0.34,0.36,0.28,-0.08,0.22,-0.08,0.01,0.07,-0.83,-0.61,-0.23,4/1/1/0@40/10/0/0 %  ytyjr063w
?,0.03,-0.3,?,0.2,0.25,0.59,0.14,0.25,-0.31,0.16,-0.34,-0.18,0.08,-0.2,0.11,-0.08,-0.27,-0.12,-0.15,-0.01,-0.12,-0.46,-0.2,-0.29,?,0.85,?,?,?,0.07,?,0.03,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.03,-0.26,-0.36,-0.34,-0.32,-0.01,-0.18,0.5,0.02,0.22,0.27,0.03,0.02,0.49,?,-0.03,-0.03,0.35,-0.29,-0.25,-0.25,-0.34,-0.09,-0.21,0.18,0.31,0.21,-0.25,0.14,0.39,0.1,40/4/0/0@8/22/0/0 %  ytyjr065c
0.77,1.16,-0.17,-0.22,-0.18,-0.54,-0.21,-0.25,0.33,0.14,0.63,0.24,0.13,-0.16,-0.43,-0.37,0.07,-0.13,0.31,0.05,0.4,-0.03,0.13,0.1,-0.17,-0.31,0.25,-0.19,0.15,-0.2,-0.26,-0.12,-0.03,0.88,-0.19,-0.31,0.46,-0.39,0.52,-0.53,0.24,0.21,0.36,-0.27,-0.04,-0.29,-0.37,-0.56,-0.12,0.16,0.38,0.5,0.28,0.38,-0.17,-0.57,-0.11,-0.27,?,0.51,0.39,-0.1,-0.31,-0.51,-0.32,-0.47,-0.49,-0.17,0.16,0.16,0.41,0.41,0.14,0.32,0.34,0.17,-0.14,1/5/4/0@14/4/3/1@14/4/3/3@3/3/1/0@3/3/3/0@40/4/0/0 %  ytyjr076c
0,-0.14,-0.38,-0.36,0.02,0.27,-0.41,0.04,-0.21,0.3,-0.06,0.07,0.01,0.35,-0.11,-0.11,-0.08,-0.23,-0.15,0.18,0.19,-0.06,-0.27,-0.45,-0.56,-0.52,0.12,-0.52,0.14,-0.79,0.6,-0.04,0.39,0.46,0.42,0.24,0.42,-0.45,0.1,-0.35,0.88,0.08,1.22,-0.37,-0.31,-0.43,-0.3,-0.68,-0.61,-0.15,0.2,0.04,0.04,-0.04,-0.26,0.61,0.22,?,-0.22,0.4,0.23,0.24,0.28,0.85,0.43,0.39,0.1,0.08,-0.15,-0.01,-0.32,-0.34,-0.47,0.13,-0.19,-0.39,-0.1,10/1/5/5@13/11/3/7@14/4/3/3@40/2/0/0 %  ytyjr086w
0.53,0.41,-0.18,0.52,0.17,-0.02,0,-0.21,-0.12,-0.27,0.17,0.26,-0.02,0.1,-0.12,0.11,-0.12,-0.18,0.05,0.1,0.02,0.1,-0.65,-0.21,-0.43,0.1,-0.06,0.14,0.07,0.11,0.09,0.21,0.06,-0.03,-0.12,0.51,0.06,-0.02,-0.4,-0.21,0.34,-0.11,0.45,0.26,-0.12,-0.02,0.1,-0.52,-0.31,-0.04,-0.01,0.16,-0.11,0.53,0.1,0.12,0.5,-0.07,-0.08,?,0.07,-0.25,-0.19,0.9,0.17,-0.37,-0.39,-0.39,-0.45,-0.21,0.03,0.46,-0.08,-0.03,0.32,0.11,-0.07,3/3/1/0 %  ytyjr091c
-0.1,?,0.07,1.03,0.01,0.3,0.34,-0.35,0.05,-0.28,0.17,-0.03,0.27,0.15,-0.05,-0.19,0.03,-0.58,-0.13,0.01,0.28,0.01,-0.47,-0.12,0.12,-0.34,0.25,-0.34,0.41,0.12,0.3,0.07,0.13,1.54,0.4,-0.14,?,-0.34,?,?,?,?,?,-0.87,-0.08,-0.64,1.57,0.58,0.4,-0.08,-0.23,-0.32,0.05,0.19,0.21,-1.29,-0.45,-0.11,-0.17,0.44,-0.38,-0.23,-0.2,0.69,?,-0.11,0.48,0.21,0.16,0.07,0.09,-0.03,-0.2,-0.36,-0.17,-0.91,0.07,14/4/3/5@3/3/2/0@4/5/1/4@40/10/0/0 %  ytyjr094c
0.44,-1.15,-0.25,-0.51,0.07,-0.24,-0.11,-0.15,0.1,-0.08,0.28,-0.01,0,0.05,-0.08,-0.15,0.04,0.05,-0.03,0.05,0.02,0.18,-0.09,-0.19,-0.05,-0.45,0.67,-0.48,0.63,0,0.5,-0.29,-0.13,1.01,?,?,?,-1.04,?,0.1,0.57,0.36,?,-0.8,?,-0.31,0.76,-0.17,0.27,0.1,0.5,-0.66,-0.42,0.31,-0.12,0.47,-1.53,-0.07,-0.42,0.58,-0.12,-0.03,0.55,-1.05,0.22,-0.35,-0.59,-0.84,-0.61,0.17,0.45,0.94,0.22,0.39,0.71,0.64,-0.3,1/5/4/0@1/5/7/0@40/16/0/0@67/7/0/0@8/4/0/0 %  ytyjr095w
-0.3,-0.84,-0.43,0.16,0.39,0.36,0.56,0.08,0.24,-0.25,0.1,-0.16,0.1,-0.14,-0.16,-0.05,-0.03,-0.44,-0.21,-0.03,-0.14,-0.23,0,-0.12,0.16,0.14,0.14,0,0.21,0.1,0.14,-0.14,-0.15,-0.17,0,0.29,0.09,-0.14,-0.14,-0.46,0.05,-0.48,0.39,-0.06,0.07,0.07,1.15,0.06,-0.13,0.06,-0.28,-0.27,-0.32,-0.22,-0.36,-0.03,0.21,0.1,-0.09,0.13,?,-0.09,0.08,1.26,0.08,-0.16,0.18,-0.66,-0.58,-0.52,0.08,0.19,-0.33,-0.66,0.24,0.76,0.13,1/5/1/0 %  ytyjr096w
0.28,-1.03,-0.17,-0.36,0.22,?,-0.23,-0.35,0.27,0.15,0.46,0.1,0.02,-0.02,-0.14,-0.27,0.26,-0.14,-0.16,-0.27,0.29,-0.16,-0.12,-0.03,-0.46,-0.24,0.37,?,0.27,-0.26,0.39,0.03,0.26,0.58,0.27,-0.44,0.65,-1.1,0.55,-0.35,0.68,-0.35,0.64,-0.46,?,-0.88,0.06,0.47,0.12,0.22,0.39,-0.01,0.27,0.29,0.12,-0.37,-0.42,-0.01,-0.21,-0.1,?,-0.32,-0.49,-0.32,-0.02,-0.04,0.65,0.39,0.36,0.25,-0.12,-0.23,-0.27,0.18,-0.61,-0.04,-0.16,6/1/0/0 %  ytyjr097w
