@RELATION 'eisen0.names'

@ATTRIBUTE alpha_0 numeric
@ATTRIBUTE alpha_7 numeric
@ATTRIBUTE alpha_14 numeric
@ATTRIBUTE alpha_21 numeric
@ATTRIBUTE alpha_28 numeric
@ATTRIBUTE alpha_35 numeric
@ATTRIBUTE alpha_42 numeric
@ATTRIBUTE alpha_49 numeric
@ATTRIBUTE alpha_56 numeric
@ATTRIBUTE alpha_63 numeric
@ATTRIBUTE alpha_70 numeric
@ATTRIBUTE alpha_77 numeric
@ATTRIBUTE alpha_84 numeric
@ATTRIBUTE alpha_91 numeric
@ATTRIBUTE alpha_98 numeric
@ATTRIBUTE alpha_105 numeric
@ATTRIBUTE alpha_112 numeric
@ATTRIBUTE alpha_119 numeric
@ATTRIBUTE elu_0 numeric
@ATTRIBUTE elu_30 numeric
@ATTRIBUTE elu_60 numeric
@ATTRIBUTE elu_90 numeric
@ATTRIBUTE elu_120 numeric
@ATTRIBUTE elu_150 numeric
@ATTRIBUTE elu_180 numeric
@ATTRIBUTE elu_210 numeric
@ATTRIBUTE elu_240 numeric
@ATTRIBUTE elu_270 numeric
@ATTRIBUTE elu_300 numeric
@ATTRIBUTE elu_330 numeric
@ATTRIBUTE elu_360 numeric
@ATTRIBUTE elu_390 numeric
@ATTRIBUTE cdc15_10 numeric
@ATTRIBUTE cdc15_30 numeric
@ATTRIBUTE cdc15_50 numeric
@ATTRIBUTE cdc15_70 numeric
@ATTRIBUTE cdc15_90 numeric
@ATTRIBUTE cdc15_110 numeric
@ATTRIBUTE cdc15_130 numeric
@ATTRIBUTE cdc15_150 numeric
@ATTRIBUTE cdc15_170 numeric
@ATTRIBUTE cdc15_190 numeric
@ATTRIBUTE cdc15_210 numeric
@ATTRIBUTE cdc15_230 numeric
@ATTRIBUTE cdc15_250 numeric
@ATTRIBUTE cdc15_270 numeric
@ATTRIBUTE cdc15_290 numeric
@ATTRIBUTE spo_0 numeric
@ATTRIBUTE spo_2 numeric
@ATTRIBUTE spo_5 numeric
@ATTRIBUTE spo_7 numeric
@ATTRIBUTE spo_9 numeric
@ATTRIBUTE spo_11 numeric
@ATTRIBUTE spo5_2 numeric
@ATTRIBUTE spo5_7 numeric
@ATTRIBUTE spo5_11 numeric
@ATTRIBUTE spo__early numeric
@ATTRIBUTE spo__mid numeric
@ATTRIBUTE heat_0 numeric
@ATTRIBUTE heat_10 numeric
@ATTRIBUTE heat_20 numeric
@ATTRIBUTE heat_40 numeric
@ATTRIBUTE heat_80 numeric
@ATTRIBUTE heat_160 numeric
@ATTRIBUTE dtt_15 numeric
@ATTRIBUTE dtt_30 numeric
@ATTRIBUTE dtt_60 numeric
@ATTRIBUTE dtt_120 numeric
@ATTRIBUTE cold_0 numeric
@ATTRIBUTE cold_20 numeric
@ATTRIBUTE cold_40 numeric
@ATTRIBUTE cold_160 numeric
@ATTRIBUTE diau_540 numeric
@ATTRIBUTE diau_660 numeric
@ATTRIBUTE diau_780 numeric
@ATTRIBUTE diau_900 numeric
@ATTRIBUTE diau_1020 numeric
@ATTRIBUTE diau_1140 numeric
@ATTRIBUTE diau_1260 numeric
@ATTRIBUTE class hierarchical 1/0/0/0,1/1/0/0,1/1/1/0,1/1/1/11,1/1/1/15,1/1/1/7,1/1/10/0,1/1/10/1,1/1/10/5,1/1/4/0,1/1/7/0,1/1/99/0,1/2/0/0,1/2/1/0,1/2/4/0,1/20/0/0,1/20/1/0,1/20/1/7,1/20/17/0,1/20/17/3,1/3/0/0,1/3/1/0,1/3/10/0,1/3/13/0,1/3/16/0,1/3/16/1,1/3/19/0,1/3/4/0,1/3/7/0,1/3/99/0,1/4/0/0,1/4/1/0,1/4/4/0,1/4/7/0,1/4/99/0,1/5/0/0,1/5/1/0,1/5/1/3,1/5/4/0,1/5/7/0,1/5/99/0,1/6/0/0,1/6/1/0,1/6/1/1,1/6/1/3,1/6/1/7,1/6/10/0,1/6/13/0,1/6/4/0,1/6/7/0,1/6/99/0,1/7/0/0,1/7/1/0,1/7/10/0,1/7/4/0,1/7/7/0,1/7/99/0,10/0/0/0,10/1/0/0,10/1/1/0,10/1/5/0,10/1/5/5,10/1/9/0,10/1/9/11,10/1/99/0,10/5/0/0,11/0/0/0,11/1/0/0,11/10/0/0,11/10/3/0,11/7/0/0,11/7/1/0,11/7/99/0,11/99/0/0,13/0/0/0,13/1/0/0,13/1/1/0,13/1/1/1,13/1/1/3,13/1/1/99,13/1/3/0,13/1/3/1,13/1/3/3,13/1/3/5,13/1/3/99,13/11/0/0,13/11/3/0,13/11/3/13,13/11/3/1,13/11/3/7,14/0/0/0,14/1/0/0,14/1/3/0,14/1/3/99,14/10/0/0,14/10/2/0,14/10/2/1,14/20/0/0,14/4/0/0,14/4/3/0,14/4/3/1,14/4/3/3,14/4/3/5,2/0/0/0,2/1/0/0,2/10/0/0,2/11/0/0,2/11/5/0,2/11/99/0,2/13/0/0,2/16/0/0,2/19/0/0,2/22/0/0,2/25/0/0,2/7/0/0,2/99/0/0,29/0/0/0,29/99/0/0,3/0/0/0,3/1/0/0,3/1/3/0,3/1/5/0,3/1/5/1,3/1/9/0,3/1/9/5,3/3/0/0,3/3/1/0,3/3/1/3,3/3/2/0,3/3/3/0,3/3/4/0,3/3/4/3,3/3/4/5,3/99/0/0,30/0/0/0,30/1/0/0,30/10/0/0,30/10/3/0,30/16/0/0,30/19/0/0,30/2/0/0,30/22/0/0,30/25/0/0,30/3/0/0,30/4/0/0,30/7/0/0,30/8/0/0,30/9/0/0,30/99/0/0,4/0/0/0,4/1/0/0,4/1/1/0,4/1/4/0,4/1/99/0,4/3/0/0,4/3/1/0,4/3/3/0,4/3/6/0,4/3/99/0,4/5/0/0,4/5/1/0,4/5/1/1,4/5/1/4,4/5/5/0,4/5/5/1,4/5/5/5,4/5/99/0,4/7/0/0,4/99/0/0,40/0/0/0,40/1/0/0,40/10/0/0,40/10/3/0,40/16/0/0,40/19/0/0,40/2/0/0,40/22/0/0,40/25/0/0,40/27/0/0,40/3/0/0,40/30/0/0,40/4/0/0,40/5/0/0,40/7/0/0,40/8/0/0,40/9/0/0,40/99/0/0,5/0/0/0,5/1/0/0,5/10/0/0,5/4/0/0,5/4/1/0,5/4/2/0,5/7/0/0,5/99/0/0,6/0/0/0,6/1/0/0,6/10/0/0,6/13/0/0,6/13/1/0,6/13/1/1,6/13/4/0,6/13/4/2,6/13/99/0,6/4/0/0,6/7/0/0,6/7/1/0,6/7/11/0,6/7/2/0,6/7/3/0,6/7/4/0,6/7/99/0,6/99/0/0,62/0/0/0,62/2/0/0,62/2/5/0,63/0/0/0,63/1/0/0,63/9/0/0,67/0/0/0,67/1/0/0,67/1/1/0,67/10/0/0,67/11/0/0,67/13/0/0,67/16/0/0,67/19/0/0,67/28/0/0,67/4/0/0,67/4/1/0,67/4/1/1,67/4/1/2,67/4/7/0,67/50/0/0,67/50/22/0,67/50/25/0,67/50/99/0,67/7/0/0,67/7/99/0,67/99/0/0,8/0/0/0,8/1/0/0,8/10/0/0,8/13/0/0,8/16/0/0,8/19/0/0,8/22/0/0,8/4/0/0,8/7/0/0,8/99/0/0

@DATA
-0.07,-0.42,-0.07,-0.42,-0.4,-0.38,-0.14,?,-0.03,0.03,-0.23,-0.07,-0.07,0.1,-0.03,-0.01,-0.49,0.43,-0.71,-0.01,0.26,0.04,0.78,0.68,-0.12,0.66,0.25,0.15,0.24,0.01,?,?,-0.14,0.23,0.34,0.12,0.21,0.14,0.23,0.03,0.16,0.03,0.21,0.31,0.28,0.06,0.36,0.15,-1.12,-1.47,-1.84,-1.15,-0.51,0.36,-0.43,0.71,-2.18,-2.18,-0.58,-1.74,-2.32,-1.89,-1.29,-0.69,-0.04,0.26,-0.67,-1.03,-0.71,-0.27,-0.62,-1.15,0.07,0.14,0.5,-0.1,-0.23,-0.89,-1.84,40/3/0/0@5/1/0/0 %  ytybr084c-a
-0.34,-0.15,-0.64,-0.27,-0.58,-0.27,-0.54,-0.38,-0.17,0.15,-0.3,-0.34,-0.09,-0.71,-0.1,-0.34,-0.22,-0.18,-0.56,-0.01,-0.3,0.37,0.33,0.63,0.23,0.46,0.03,0.36,0.36,0.21,-0.12,-0.09,-0.32,-0.04,0.1,0.18,0.26,0.12,0.31,0.28,0.23,-0.07,0.33,0.08,0.07,-0.15,0.19,?,-1.18,-1.51,-1.79,-1.03,-0.42,0.12,-0.14,1.17,-2.56,-2.64,-0.42,-1.51,-2.64,-1.69,-1.18,-2,0.33,0.2,-0.67,-1.43,-0.62,-0.25,-1.6,-1.89,0.29,-0.12,0.2,-0.07,-0.38,-1.51,-2.18,40/3/0/0@5/1/0/0 %  ytykr057w
-0.14,-0.4,-0.36,-0.69,-0.4,-0.51,-0.03,-0.38,-0.2,?,-0.23,-0.3,-0.12,-0.27,?,-0.32,-0.14,-0.15,-1.6,-0.45,0.08,0.23,0.58,0.62,0.43,0.6,0.28,0.46,0.3,0.11,0.1,0.12,-0.23,0.08,0.3,0.15,0.37,0.25,0.11,-0.04,-0.15,-0.29,0.08,-0.79,-0.2,-0.38,-0.29,-0.04,-1.4,-2.06,-2.25,-1.64,-0.6,0.82,-0.32,1.21,-2.64,-2.47,-0.3,-1.36,-2.56,-1.43,-0.62,-0.97,0.24,-0.56,-0.74,-1.15,-0.6,-0.94,-1.12,-2.25,0.33,0.03,-0.22,-0.62,-0.71,-1.89,-2.32,40/3/0/0@5/1/0/0 %  ytylr448w
-0.12,-0.32,-0.36,-0.29,-0.43,-0.43,-0.07,-0.15,-0.17,-0.04,-0.38,-0.47,-0.07,-0.45,0.07,-0.56,0.1,0.08,-0.92,-0.23,0.11,0.16,0.33,0.56,-0.04,0.36,0.29,0.25,0.14,-0.04,-0.29,-0.25,0.01,0.12,0.25,0.16,0.18,0.24,0.26,0.19,0.01,-0.15,0.23,-0.51,?,-0.17,0.15,-0.47,-1.22,-2,-1.84,-1.43,-0.6,0.26,-0.29,0.83,-2.4,-2.94,-0.42,-1.79,-2.32,-1.47,-0.97,-0.43,0.07,0.1,-0.76,-1.25,-0.79,-0.74,-1.18,-2.25,0.08,0.08,-0.12,-0.36,-0.49,-1.69,-2.32,5/1/0/0 %  ytyor234c
0.15,-0.4,-0.49,-0.42,-0.54,-0.54,0.01,-0.32,0.08,-0.34,-0.06,-0.29,0.1,-0.49,0.19,-0.15,-0.06,-0.1,-0.32,-0.49,0.5,0.32,0.16,0.42,0.37,0.59,0.3,0.61,0.41,0.3,-0.09,-0.17,-0.17,0.1,0.21,0.25,0.32,0.24,0.26,0.34,0.18,-0.12,0.07,0.64,0.19,-0.04,0.18,0.01,-2.47,-2.64,-2.94,-1.84,-1.06,-0.1,-0.6,1.36,-4.32,-4.64,-0.3,-1.6,-2.64,-2.32,-1.36,-1.25,0.46,0.06,-0.67,-1.25,0.12,-0.71,-0.45,-2.25,?,-0.06,0.04,-0.22,-0.09,-0.84,-2.18,40/3/0/0@5/1/0/0 %  ytynl178w
-0.03,-0.69,-0.1,-0.47,-0.43,-0.62,-0.06,-0.04,0.08,0.14,-0.27,0.07,0.15,-0.29,0.08,0.45,-0.12,0.18,-1.4,-0.58,-0.17,-0.03,0.29,0.4,0.01,0.49,0.46,0.5,-0.12,0.12,-0.07,-0.06,-0.15,0.11,0.21,0.07,0.19,0.08,?,?,-0.04,-0.29,0.07,0.29,0.01,-0.12,0.01,0.08,-2,-2.64,-2.56,-1.79,-1,0.45,0.23,1.24,-3.47,-3.84,-0.56,-1.69,-2.64,-2.18,-1.18,-1.74,0.44,0.06,-0.69,-1.36,-0.43,-0.45,-0.89,-1.69,0.18,0.23,0.2,0.08,0.12,-1.6,-2.56,40/3/0/0@5/1/0/0 %  ytybr181c
0.19,-0.36,-0.22,-0.14,0.15,-0.4,0.14,-0.34,?,-0.15,0.03,-0.22,0.24,-0.15,0.28,-0.03,0.31,-0.09,-1.29,-0.2,-0.06,0.43,0.34,0.26,0.24,0.53,0.58,0.5,0.03,0.32,0.04,-0.03,-0.62,-0.4,-0.15,0.19,0.29,0.16,0.14,0.07,-0.25,-0.34,-0.09,0.04,-0.56,-0.58,-0.56,-0.12,-1.32,-1.84,-2.06,-1.32,-0.32,0.34,-0.36,1.17,-3.47,-3.64,-0.2,-1.25,-2.4,-1.09,-0.45,-1.18,0.29,-0.64,-0.69,-1.29,-0.01,-0.67,-1,-2.06,0.26,0.15,0.44,-0.36,-0.29,-1.69,-2.47,14/4/3/1@40/3/0/0@5/1/0/0@6/10/0/0 %  ytygr214w
-0.14,0.06,-0.14,-0.06,-0.12,0.14,-0.04,0.37,0.03,0.2,-0.14,-0.06,?,-0.1,-0.01,?,0.11,0.2,-0.97,0.66,0.15,0.78,1,0.74,0.67,0.73,0.36,0.68,0.46,0.26,0.14,0.23,-0.51,-0.32,-0.22,0.23,0.24,0.18,0.03,0.03,-0.12,-0.32,-0.03,0.42,-0.62,-0.71,-0.69,-0.1,-1.43,-1.6,-2.06,-1.51,-0.25,0.38,-0.58,1.41,-3.06,-3.06,0.03,-1.22,-2.32,-1.32,-0.62,-0.69,0.29,-0.79,-0.54,-1.25,-0.09,-0.34,-0.67,-1.15,0.32,0.23,0.45,-0.12,-0.34,-1.94,-2.56,40/3/0/0@5/1/0/0@6/10/0/0 %  ytylr048w
-0.12,-0.04,-0.58,-0.12,-0.23,-0.09,-0.1,-0.15,-0.15,-0.29,-0.25,-0.36,0.15,-0.23,0.16,-0.22,?,-0.15,-0.69,0.08,-0.67,0.45,0.96,0.67,0.41,0.71,0.14,0.44,0.44,0.01,0.26,0.23,-0.69,-0.36,-0.12,0.15,0.38,0.24,0.03,0.36,-0.04,-0.3,?,-0.34,-0.45,-0.38,-0.47,0.18,-1.79,-2,-2.25,-1.51,-0.62,0.2,-0.29,1.37,-3.06,-2.74,-0.04,-1.03,-2.4,-1.25,-0.74,-0.76,0.32,-0.79,-0.45,-1.25,-0.22,-0.3,-1.15,-1.64,0.21,-0.14,0.25,-0.3,-0.56,-1.89,-2.47,40/3/0/0@5/1/0/0 %  ytynl301c
0.21,-0.29,-0.18,0.01,0.18,-0.1,0.2,-0.09,0.1,-0.18,0.15,-0.09,0.19,0.06,0.55,0.12,0.44,0.11,-0.69,-0.06,0.08,?,0.41,0.54,0.4,0.54,0.3,0.26,0.03,0.34,0.01,0.11,-0.22,0.14,0.15,-0.76,-0.67,-0.49,-0.06,0.89,-0.34,-0.86,-0.42,0.52,-0.84,-0.07,-0.18,-0.2,-2.56,-2.74,-2.94,-2.18,-1.12,0.59,-0.54,1,-3.64,-3.84,-0.23,-1.36,-3.06,-2.18,-0.97,-0.97,0.39,0.01,-0.64,-1.47,-0.03,-0.94,-0.12,-2.47,0.11,0.08,0.18,-0.38,-0.42,-1.84,-2.47,40/3/0/0@5/1/0/0 %  ytyjr123w
0.2,-0.15,-0.2,-0.06,0.08,-0.18,0.2,0.14,0.07,-0.1,0.1,-0.14,0.21,-0.22,0.57,-0.04,0.6,-0.06,-0.47,0.14,0.28,0.33,0.64,0.58,0.58,0.43,0.21,0.21,0.2,0.16,-0.2,-0.09,-0.38,-0.15,0.18,0.18,0.31,0.12,-0.54,0.23,-0.04,-0.17,0.06,0.1,0.1,-0.17,-0.04,-0.18,-2.12,-2.84,-2.56,-1.74,-0.92,0.78,-0.38,0.95,-3.84,-3.47,-0.2,-1.6,-2.64,-1.79,-0.84,-0.56,0.31,-0.09,-0.6,-1.09,-0.1,-0.56,0.1,-2.06,0.33,0.14,0.14,-0.42,-0.62,-1.94,-2.4,40/3/0/0@5/1/0/0 %  ytyjl177w
?,-0.64,-0.32,-0.32,-0.07,-0.3,0.04,-0.4,-0.06,-0.3,0.01,-0.34,0.04,-0.2,0.19,-0.1,0.1,-0.12,-0.86,-0.71,-0.38,0.15,0.28,0.15,-0.03,0.51,0.64,0.39,-0.43,0.28,-0.01,-0.15,-0.43,-0.2,0.01,0.14,0.34,0.25,0.24,0.12,-0.01,-0.2,-0.01,0.16,-0.15,-0.15,-0.32,0.08,-2.56,-2.25,-2.56,-1.79,-0.86,-0.36,-0.51,0.93,-3.64,-3.84,-0.15,-1.29,-2.32,-1.18,-0.94,-0.79,0.15,-0.43,-0.67,-1.56,0.12,-0.47,?,-1.56,0.06,0.08,0.15,-0.84,-0.23,-1.64,-2.56,40/3/0/0@5/1/0/0 %  ytypl131w
0.14,-0.07,-0.18,-0.03,-0.22,-0.07,-0.2,0.12,?,-0.17,?,-0.09,0.24,0.12,0.24,0.14,-0.12,-0.04,-0.74,-0.04,0.55,0.86,0.82,0.7,0.61,0.79,0.49,0.21,0.28,0.1,0.01,-0.2,-0.64,-0.54,-0.29,0.06,0.04,0.06,-0.12,0.06,-0.15,-0.49,-0.07,-0.58,-0.51,-0.56,-0.45,0.04,-2.06,-2.47,-2.84,-1.89,-0.89,0.69,-0.43,1.57,-3.47,-4.32,0.11,-1.18,-2.32,-1.47,-0.79,-0.42,0.15,-0.54,-0.71,-1.22,-0.03,-0.3,-0.56,-1.29,0.3,0.08,0.26,-0.22,-0.17,-1.36,-2.32,40/3/0/0@5/1/0/0 %  ytyil018w
0.37,-0.51,0.11,0.11,0.24,-0.22,0.24,-0.09,0.29,0.06,0.34,-0.03,0.34,?,0.54,0.11,0.45,0.2,0.37,-0.01,0.28,0.65,0.71,0.78,-0.14,0.52,0.48,0.53,0.36,0.44,0.19,0.08,-0.17,0.21,0.31,0.43,0.46,0.44,0.49,0.32,0.41,0.23,0.42,0.18,0.28,0.2,0.2,0.03,-2.12,-2.12,-2.4,-1.4,-0.67,0.25,-0.25,1.62,-3.06,-3.18,-0.22,-0.81,-2.06,-1.64,-1.18,-0.89,0.69,0.08,-0.49,-1.25,-0.45,-0.42,-0.03,-1.56,0.16,0.32,0.1,-0.07,-0.17,-1.79,-2.84,40/3/0/0@5/1/0/0 %  ytyhl015w
0.15,-0.49,0.18,-0.38,0.29,0.28,0.39,-0.06,0.26,0.12,0.8,0.11,0.14,0.25,0.52,0.1,0.51,-0.18,-0.97,-0.3,-0.23,-0.04,0.63,-0.04,0.04,0.03,-0.03,0.06,-0.22,-0.23,-0.58,-0.54,-0.51,-0.27,0.03,0.12,0.37,0.2,0.12,0.14,-0.23,-0.18,0.08,-0.29,-0.32,-0.45,-0.47,-0.32,-1.47,-2.06,-2.18,-1.51,-0.62,0.51,-0.6,1.12,-3.32,-4.06,-0.2,-1.29,-2.18,-1.79,-0.71,-1.25,0.1,-0.43,-0.97,-1.51,-0.18,-0.51,-1.18,-1.84,0.34,0.26,0.21,-0.38,-0.34,-1.6,-2.25,40/3/0/0@5/1/0/0 %  ytyil133c
0.31,0.03,-0.03,-0.03,0.07,-0.18,0.2,0.01,0.3,0.18,0.29,-0.03,0.3,-0.03,0.21,-0.04,0.23,0.06,-0.18,0.19,0.48,0.82,1.01,0.97,0.79,0.64,0.42,0.48,0.58,0.29,-0.01,0.03,-0.2,0.32,0.38,0.19,0.37,0.33,0.29,0.32,0.37,0.14,0.44,0.58,0.43,0.38,0.63,0.36,-1.79,-2.18,-1.94,-1.51,-0.6,0.53,0.19,1.43,-2.47,-2.84,-0.2,-1.43,-2.47,-1.89,-1.4,-1.18,0.31,0.74,-0.49,-1.18,-0.12,0.07,-0.18,-1.18,0.37,0.14,0.46,0.04,-0.01,-1.36,-2.47,40/3/0/0@5/1/0/0 %  ytyer131w
0.42,-0.03,0.06,-0.12,-0.07,-0.3,0.23,0.06,0.48,0.12,0.37,-0.12,0.19,0.07,0.63,0.14,0.46,-0.09,-0.03,-0.01,0.31,0.69,0.72,0.69,0.84,0.51,0.24,0.12,0.26,0.24,-0.15,-0.17,0.01,0.46,0.74,0.8,0.78,0.59,0.62,0.88,0.71,0.58,0.75,0.1,-0.47,0.71,1.25,-0.01,-1.79,-2.18,-1.89,-1.32,-0.64,0.28,0.01,1.2,-2.74,-2.84,-0.25,-1.43,-2.56,-2,-1.25,-0.86,0.39,0.73,-0.49,-1.03,-0.12,-0.25,-0.27,-1.79,0.15,0.12,0.34,-0.2,0.1,-0.64,-1.84,40/3/0/0@5/1/0/0 %  ytygl189c
0.1,-0.07,-0.23,0.03,-0.2,0.03,-0.22,0.37,0.4,-0.09,0.5,-0.1,0.2,0.07,0.34,0.32,0.07,-0.1,-0.49,-0.01,0.58,0.68,0.72,0.84,0.81,0.58,0.4,0.2,0.51,0.03,-0.23,-0.09,-0.12,0.18,0.38,0.28,0.28,0.34,0.4,0.3,0.44,0.04,0.3,0.43,0.3,0.01,0.58,0.33,-1.69,-2.18,-2.12,-1.25,-0.43,0.44,-0.22,1.53,-3.32,-4.06,-0.27,-1.25,-2.56,-1.74,-1.22,-1.22,0.39,0.48,-0.42,-1,-0.2,-0.15,-1.03,-1.6,0.42,-0.09,0.28,-0.09,-0.34,-1.64,-2.25,40/3/0/0@5/1/0/0 %  ytyil052c
0.01,-0.67,-0.06,-0.14,-0.04,0.16,-0.06,-0.25,0.14,?,0.38,-0.29,0.07,-0.29,0.38,-0.17,0.01,-0.22,-1,-0.45,-0.15,0.01,0.14,0.01,0.12,0.04,0.01,?,-0.27,-0.06,-0.22,-0.51,-0.14,0.07,0.29,0.24,0.28,0.3,0.21,0.18,0.23,-0.03,0.25,0.46,0.21,0.12,0.26,0.15,-1.15,-1.64,-1.64,-1.29,-0.67,0.56,-0.04,0.71,-2.32,-2.4,-0.71,-1.56,-2.4,-1.94,-1.18,-1.6,0.18,0.33,-0.56,-1,-0.36,-0.97,-0.86,-2,0.1,0.01,0.42,0.14,0.1,-1,-2,40/3/0/0@5/1/0/0 %  ytypr132w
0.15,-0.43,-0.09,-0.25,0.07,0.15,0.11,-0.2,0.54,-0.09,0.58,-0.2,0.06,?,0.56,0.19,0.49,-0.2,-0.74,-0.2,0.06,0.52,0.59,0.14,0.23,0.3,0.2,-0.15,-0.03,-0.06,-0.36,-0.45,-0.29,0.12,0.37,0.25,0.48,0.67,0.57,0.45,0.32,0.28,0.5,0.07,0.64,0.39,0.57,-0.06,-1.64,-2.32,-2.25,-1.36,-0.56,0.4,0.01,1.53,-2.74,-3.06,-0.84,-1.51,-2.84,-2.47,-1.47,-2.56,0.48,0.52,-0.69,-1.43,-0.1,-0.86,-1.43,-2.47,0.2,0.11,0.06,-0.29,-0.27,-1.84,-2.64,40/3/0/0@5/1/0/0 %  ytygr148c
0.38,0.01,0.11,0.11,0.33,0.5,0.24,0.06,0.12,0.16,0.39,-0.17,0.21,0.01,0.65,0.04,0.7,-0.18,-1.06,-0.09,0.12,0.39,0.71,0.59,0.54,0.77,0.2,0.04,-0.12,0.14,-0.2,-0.04,-0.4,-0.17,0.07,0.26,0.44,0.4,0.29,0.32,0.03,-0.1,0.23,-0.49,-0.25,-0.3,-0.22,-0.14,-1.29,-1.94,-1.79,-1.15,-0.43,0.28,0.01,1.01,-2.84,-3.32,-0.27,-1.25,-2.56,-1.74,-0.71,-1.47,0.42,-0.15,-0.62,-1.32,0.04,-0.3,-0.69,-2.18,0.16,0.07,0.15,-0.06,-0.27,-1.06,-2.12,40/3/0/0@5/1/0/0 %  ytykl006w
0.01,0.03,-0.01,0.18,0.11,0.34,-0.23,0.48,0.33,-0.09,0.59,-0.06,0.15,0.06,0.61,0.29,0.58,-0.58,-0.74,-0.51,0.19,0.69,0.88,0.44,0.52,0.24,-0.3,-0.18,-0.04,-0.34,-0.67,-0.43,-0.36,-0.01,-0.09,-0.27,-0.47,-0.29,-0.06,0.36,-0.18,-0.4,-0.23,0.86,0.14,-0.18,0.06,0.16,-1.6,-2.12,-2.32,-1.29,-0.36,0.66,-0.15,1.67,-2.56,-2.74,-0.12,-1.56,-2.47,-1.56,-1,-0.81,0.44,0.15,-0.58,-1,0.2,-0.14,-0.74,-1.84,0.33,-0.14,0.07,-0.3,-0.36,-1.32,-1.89,40/3/0/0@5/1/0/0 %  ytyor293w
-0.23,0.18,-0.54,-0.03,-0.62,0.11,-0.23,0.19,-0.06,0.24,-0.14,-0.17,0.07,-0.14,-0.06,0.04,0.12,-0.01,-0.36,0.15,0.28,0.28,0.58,0.37,0.28,0.14,-0.15,-0.1,0.16,-0.38,-0.4,-0.43,-0.49,-0.25,-0.1,-0.1,-0.3,0.04,0.1,0.16,0.28,-0.23,0.03,0.97,-0.2,-0.2,0.21,0.14,-1.22,-1.51,-1.89,-0.74,-0.47,0.53,0.1,0.93,-2.56,-3.06,-0.22,-1.6,-1.69,-1.4,-1.25,-0.67,0.04,0.37,-0.69,-0.84,-0.58,-0.15,-1.09,-1.69,-0.03,-0.2,-0.22,-0.29,-0.36,-1.22,-2.06,40/3/0/0@5/1/0/0 %  ytyhr141c
-0.45,-0.23,-0.4,-0.25,-0.94,-0.22,-0.67,-0.25,0.04,0.1,0.23,-0.2,?,-0.32,0.01,0.19,0.16,0.04,-0.56,0.14,0.15,0.57,0.62,0.71,0.67,0.94,0.42,0.42,0.31,0.11,0.11,0.32,-0.23,0.2,0.15,-0.01,-0.07,?,?,?,-0.01,-0.09,0.01,0.91,-0.04,-0.32,-0.15,0.21,-1.64,-1.74,-2.47,-1.6,-0.97,0.24,-0.4,1.14,-3.18,-3.18,-0.47,-1.94,-2.25,-1.84,-1.32,-1.06,0.12,0.07,-0.6,-1.15,-0.64,0.41,-1.22,-1.4,0.19,0.01,-0.12,-0.36,-0.47,-1.74,-2.06,40/3/0/0@5/1/0/0 %  ytydl082w
-0.2,-0.38,-0.38,-0.47,-0.27,-0.49,-0.03,0.01,-0.2,-0.14,-0.38,-0.58,-0.07,-0.51,0.15,-0.42,0.37,-0.34,-0.42,-0.06,0.18,0.49,0.41,0.38,0.32,0.3,0.26,-0.06,0.24,-0.06,-0.15,-0.2,-0.43,-0.64,-0.2,0.06,0.19,?,-0.14,0.01,-0.03,-0.29,0.16,-0.06,-0.32,-0.43,-0.06,-0.2,-1.74,-1.74,-1.64,-1,-0.36,-0.45,?,0.67,-2.74,-2.84,-0.22,-1.4,-1.69,-1.29,-0.45,-0.49,0.14,-0.12,-0.62,-0.84,-0.22,-0.27,-0.67,-1.25,0.44,0.11,0.24,-0.23,-0.15,-1.47,-1.84,5/1/0/0 %  ytylr061w
-0.17,-0.15,-0.51,-0.23,?,-0.29,-0.25,-0.4,-0.14,0.15,-0.29,-0.14,-0.12,-0.2,-0.06,-0.38,-0.12,-0.04,-0.97,-0.04,0.07,0.32,0.41,0.64,0.43,0.59,0.14,0.19,0.28,?,-0.29,-0.07,0.12,-0.49,-0.49,-0.62,-1,-0.27,-0.07,-0.3,-0.23,-0.07,-0.54,0.3,0.69,0.42,0.56,0.04,-1.64,?,-2.56,-1.32,-0.76,0.75,-0.47,0.91,-3.18,-2.47,-0.49,-1.69,-2.4,-1.74,-1.25,-1.36,0.26,0.28,-0.76,-1.29,-0.45,-0.18,-1.09,-1.94,0.24,-0.01,0.26,-0.42,-0.45,-1.51,-2.56,40/3/0/0@5/1/0/0 %  ytyor312c
0.03,-0.27,-0.12,-0.45,-0.14,-0.45,0.18,-0.34,0.01,-0.12,0.12,-0.2,0.04,-0.29,0.2,-0.15,0.23,-0.17,-0.71,-0.38,0.11,0.87,0.93,0.6,0.38,0.42,0.43,0.46,0.21,0.38,0.11,0.07,-0.04,0.04,0.26,0.31,0.53,0.57,0.51,0.52,0.43,0.12,0.44,0.78,0.34,0.23,0.36,-0.12,-1.6,-1.51,-1.51,-1.09,-0.79,0.14,-0.12,0.77,-2.4,-2.47,-0.58,-1.89,-2.84,-1.56,-0.56,-0.94,0.41,-0.12,-0.64,-0.92,-0.3,-0.38,-0.43,-1.25,0.04,-0.36,-0.14,-0.4,-0.22,-0.71,-2.4,40/3/0/0@5/1/0/0 %  ytynl067w
